BTC,NYSE,NASDAQ,LSE,BTC_Volume,NYSE_Volume,NASDAQ_Volume,LSE_Volume
8309,13483,8549,6840,215794,34401,20532,4
8206,13466,8570,6896,210836,36136,20940,4
8027,13419,8526,6882,207643,40410,26087,5
7642,13406,8506,6782,225142,37440,20737,5
7296,13440,8519,6838,342423,32352,18857,4
7146,13532,8632,6862,426852,35143,22627,7
7218,13559,8647,7010,211295,46004,24393,10
7531,13607,8705,7026,239914,30354,17485,4
7761,13545,8665,6872,197096,17434,10990,3
7321,13448,8567,6750,170820,32857,22403,6
7320,13366,8520,6682,147974,36715,23187,6
7252,13457,8566,6794,216642,37029,21588,4
7448,13482,8570,6740,188160,33604,21333,7
7546,13588,8656,6790,181044,34833,20570,5
7400,13555,8621,6778,178720,34004,21238,3
7278,13545,8616,6798,182490,33463,20587,6
7217,13579,8654,6898,163504,32576,19820,20
7243,13697,8717,6950,189270,40032,23964,8
7269,13697,8734,7172,171257,37576,22196,10
6932,13795,8814,7332,202132,40702,23680,7
6640,13795,8823,7436,223638,38429,23824,15
7276,13799,8827,7404,318365,40299,27423,9
7202,13831,8887,7460,259046,37843,24468,16
7218,13889,8924,7624,226338,64574,38302,19
7355,13899,8945,7734,278317,30645,20286,8
7322,13895,8952,7680,229916,12965,10145,1
7238,13940,9022,7760,227870,21645,16399,2
7290,13944,9006,7760,227773,24291,18337,2
7292,13876,8945,7716,228741,30217,20513,3
7193,13913,8972,7750,211679,28947,21868,1
6985,14002,9092,7700,208020,34599,28627,4
7344,13917,9020,7638,281114,34847,25865,3
7769,13941,9071,7500,232762,37024,28104,4
8163,13898,9068,7440,287672,34359,23817,6
8079,13934,9129,7542,316725,37268,24726,5
7879,13997,9203,7766,240459,36412,25409,9
8166,13957,9178,7652,287145,32145,23829,9
8144,14042,9273,7566,224829,34593,25368,3
8827,14037,9251,7546,448417,36876,25531,5
8807,14053,9258,7646,401028,37214,24432,5
8723,14141,9357,7646,313139,35405,23121,5
8929,14183,9388,7640,363721,37262,25425,8
8745,14109,9370,7708,240974,41048,26866,5
8680,14110,9383,7986,226002,36237,24545,8
8406,14102,9402,7918,257706,37667,24658,5
8445,13978,9314,7950,243979,37087,26229,8
8909,13769,9139,7768,286473,38310,25939,8
9358,13877,9269,7732,343987,35315,21690,7
9316,13843,9275,7790,306825,36002,22346,5
9508,13861,9298,7824,323787,37903,23453,4
9350,13614,9150,7836,294324,45297,26960,15
9293,13677,9273,7924,309340,37604,24273,4
9180,13862,9467,8028,298931,39969,24473,6
9613,14024,9508,8136,352220,41214,24702,8
9729,14034,9572,8166,376288,38872,23138,3
9795,13931,9520,8196,345227,37339,22437,5
9856,13984,9628,8166,393865,34627,21875,4
10208,14054,9638,8198,376480,37629,24500,3
10326,14136,9725,8272,434443,39309,23665,4
10214,14099,9711,8226,493560,35008,22548,4
10312,14097,9731,8220,433382,34197,22267,2
10141,14039,9732,8350,472710,37504,22794,4
9633,14087,9817,8542,469920,36142,24708,5
9608,14061,9750,8416,449252,40191,27457,5
9686,13975,9576,8422,409305,39087,27501,5
9650,13534,9221,8300,450804,48511,31885,6
9341,13143,8965,8072,425152,55967,35955,7
8820,13046,8980,8076,504200,54846,35879,14
8784,12547,8566,7810,454701,70647,45599,9
8672,12380,8567,7576,446054,85695,53200,16
8869,12827,8952,7888,428576,63813,42490,13
8787,12542,8684,7864,423867,63765,43367,10
8755,13009,9018,7994,347467,50730,36347,7
9078,12593,8738,8030,396980,55792,37638,12
9122,12352,8575,7592,408268,65552,42927,14
7923,11298,7950,7246,469369,84412,45541,10
7909,11793,8344,7036,422139,76420,44472,12
7911,11177,7952,7036,386827,74312,43026,11
4970,10060,7201,6356,539803,88508,50993,15
5563,10851,7874,6794,741567,82990,47010,27
5014,9567,6904,6312,453680,78054,46181,15
5225,10063,7334,6174,386226,83702,49202,16
5238,9384,6989,5806,378788,87993,49350,14
6191,9461,7150,5928,510007,79561,47784,28
6198,9133,6879,6220,544429,90539,52603,25
6416,8777,6860,6252,464919,74113,43484,17
6734,9658,7417,6902,482219,75631,44410,12
6681,9961,7384,7368,445901,83000,46836,11
6716,10536,7797,7326,353197,77669,40146,12
6469,10187,7502,6948,345855,62016,39891,14
6429,10434,7774,7322,371016,57511,38707,7
6438,10301,7700,7280,327864,65762,40789,9
6606,9844,7360,7070,403464,59640,37000,8
6793,10062,7487,6736,476606,64641,36221,12
6733,9880,7373,7200,389765,60969,32942,7
7271,10515,7913,7064,468969,64038,38491,12
7176,10537,7887,7180,442434,70504,40859,10
7334,10902,8090,7126,375632,58757,34874,8
7302,11136,8153,7232,348151,78995,41454,6
6845,10949,8192,7244,386193,53195,31846,7
6842,11172,8515,7244,341104,56157,37674,7
6642,10843,8393,7064,322883,52080,33479,5
7116,10818,8532,7262,467832,52288,40578,7
7096,11208,8650,7482,325134,58048,43483,10
6881,11003,8560,7542,377471,52286,38273,13
6880,10706,8263,7350,325897,51210,37881,35
7117,10908,8495,7622,332491,50849,30415,13
7429,10916,8494,7560,435007,57735,37598,4
7550,11017,8634,7440,346365,53828,36960,4
7795,11264,8730,7486,361621,52039,36949,6
7807,11319,8607,7488,331879,56911,37303,17
8801,11618,8914,7586,602010,66456,44071,10
8658,11372,8889,7456,669646,65449,43356,7
8864,11058,8604,7470,440683,47598,37413,4
8912,11056,8710,7426,457187,47359,34431,5
9003,11135,8809,7588,431484,51402,39335,12
9268,10999,8854,7676,493718,48925,36567,9
9951,11121,8979,7828,611127,51787,37872,8
9842,11354,9121,7956,517807,48760,38136,26
8601,11281,9192,7956,571198,48197,39254,26
8804,11055,9002,8104,421427,51196,43365,12
9269,10829,8863,8044,455581,61516,42732,8
9733,10927,8943,7924,564269,56511,39659,6
9328,10947,9014,8026,481588,55077,42406,7
9726,11402,9234,8290,418271,63736,43418,3
9729,11248,9185,8286,392542,49843,41935,7
9522,11420,9375,8360,365462,50053,43155,7
9081,11351,9284,8340,393261,49766,37452,7
9182,11331,9324,8432,298107,39708,36680,3
8835,11603,9340,8272,295841,58485,44489,17
9181,11837,9412,8010,327405,63980,44891,14
9525,11804,9368,8232,343670,54470,41136,7
9439,11802,9489,8030,328966,72975,47422,15
10167,11900,9552,8126,351989,46841,38477,3
9529,12046,9608,8068,391372,51971,39900,5
9656,12302,9682,8250,250074,60055,46790,5
9800,12286,9615,8270,259218,64512,61413,4
9665,12641,9814,8072,235096,86393,66077,7
9771,12836,9924,7910,214863,84983,61973,11
9795,12619,9953,7838,237178,64109,53194,4
9870,12449,10020,8066,257065,65988,51708,6
9321,11659,9492,8094,302471,70373,53008,6
9480,11867,9588,7962,226105,58453,43889,4
9450,11942,9726,7968,266997,57574,44760,4
9538,12161,9895,8096,215655,58458,46693,6
9480,12086,9910,8122,201777,45604,42797,3
9411,12072,9943,8062,177700,44486,43353,4
9288,11980,9946,8238,196322,83466,60938,12
9648,12028,10056,8050,211040,46866,45069,6
9629,12077,10131,8366,170064,47118,57551,4
9313,11726,9909,8014,189617,55976,55891,4
9264,11865,10017,8192,186160,48476,47796,2
9162,11604,9757,8358,183414,81078,73093,4
9190,11777,9874,8362,164605,44739,43362,4
9137,11893,10058,8358,157357,47058,45101,5
9228,11901,10154,8316,159715,44492,46244,15
9123,11991,10207,8434,163389,41977,40389,4
9375,12160,10433,8494,178892,47591,45702,3
9252,11990,10343,8288,138396,45713,43371,5
9428,12086,10492,8402,197023,49373,40302,4
9277,11928,10547,8426,180007,48436,40131,4
9278,12075,10617,8352,168600,45241,35375,3
9243,12014,10390,8446,175198,49024,48518,3
9243,12014,10488,8312,180850,45071,44617,4
9192,12391,10550,8298,158447,46868,46470,6
9132,12350,10473,8290,157139,39728,42777,3
9151,12402,10503,8400,139445,40128,43614,5
9164,12392,10767,8482,137556,39793,43146,2
9374,12508,10680,8478,180695,45566,53507,5
9525,12569,10706,8486,165322,42671,41289,3
9581,12510,10461,8344,181463,42967,45015,3
9536,12461,10363,8368,165527,36894,42333,3
10990,12553,10536,8380,353597,39703,42445,3
10912,12491,10402,8372,287665,40531,38946,4
11100,12669,10542,8492,246172,44782,40096,6
11111,12533,10587,8346,228572,42649,41858,6
11323,12465,10745,8484,231604,50075,44387,7
11246,12536,10902,8686,202717,44389,42038,4
11205,12612,10941,8438,212501,44143,40165,5
11747,12731,10998,8588,244112,45350,41607,2
11779,12729,11108,8578,234007,42789,41200,2
11601,12765,11010,8620,231323,41100,42639,4
11878,12844,10968,8474,261141,43279,40484,3
11410,12849,10782,8546,270397,48805,43317,4
11584,12974,11012,8874,250645,37722,37452,4
11784,12919,11042,8778,275221,34387,34804,4
11768,12902,11019,8636,242379,32000,35142,3
12254,12936,11129,8732,282276,34603,32148,5
11991,12910,11210,8678,260432,36695,32285,3
11758,12859,11146,8848,245028,36794,34964,3
11878,12812,11264,8836,201752,34310,42151,10
11592,12809,11311,8852,237624,35050,39292,5
11774,12972,11379,8882,206815,37434,39073,2
11366,13001,11466,8900,263015,36276,34752,3
11488,13042,11665,8916,224666,37805,34715,2
11323,13068,11625,8904,232404,39558,35474,3
11542,13170,11695,8800,198071,38685,30129,4
11680,13045,11775,8730,222859,43482,36120,6
11970,13113,11939,8730,273115,41014,35110,6
11414,13276,12056,8898,280374,42956,39823,2
10245,12966,11458,8644,319272,49118,44650,3
10511,12966,11313,8488,299651,44387,42844,10
10131,12688,10847,8758,334309,46943,39054,3
10242,12885,11141,8928,241282,39325,35506,4
10363,12706,10919,8890,544064,42086,38400,3
10400,12773,10853,9030,452011,37100,36302,3
10680,12932,11056,8960,354535,38395,37376,3
10796,12967,11190,9150,325094,40571,37861,7
10974,12997,11050,8974,307699,47189,36780,7
10948,12948,10910,8842,381518,43798,37401,5
10944,12833,10793,8960,263419,70764,57590,8
10462,12833,10778,8738,288849,48360,39009,4
10538,12602,10963,8724,236217,39745,35154,7
10246,12359,10632,8890,237886,43786,40973,4
10760,12365,10672,8788,471443,46019,40863,3
10692,12485,10913,8726,393485,38033,37852,4
10709,12677,11117,8844,477623,39509,35917,4
10844,12602,11085,8890,465823,36615,33890,3
10784,12701,11167,8876,441710,47386,42606,3
10619,12726,11326,9108,400231,40763,40059,6
10575,12749,11075,9198,486614,39751,37315,7
10793,12949,11332,9216,475375,36927,36239,8
10604,12837,11154,8988,426236,44533,43909,5
10668,13042,11364,8868,377994,38147,39107,6
10915,13190,11420,8844,633147,38676,35075,5
11064,13252,11579,8880,227991,39440,35042,3
11555,13324,11876,8902,261639,34357,38850,3
11425,13211,11863,8878,242414,36111,36341,7
11429,13143,11768,8774,241034,38585,34104,8
11495,13137,11713,8650,244872,37245,33252,6
11322,13169,11671,8836,256354,46880,31669,8
11742,13018,11478,8808,238607,40910,34774,2
11916,13092,11516,8758,309158,39178,35100,3
12823,13040,11484,8564,434147,41039,34673,5
12965,13145,11506,8516,347297,41720,34340,4
12931,13199,11548,8438,289749,36516,31455,4
13075,12936,11358,8422,294614,40022,32051,6
13654,12817,11431,8546,337498,39624,31047,7
13271,12415,11004,8328,358673,51399,39306,5
13437,12502,11185,8394,564994,49118,32441,4
13546,12429,10911,8278,305814,48439,36716,4
13550,12662,10957,8200,307714,43146,32090,5
13950,12877,11160,8334,298699,42413,32165,4
14133,12978,11590,8710,351163,47904,36207,5
15579,13199,11890,8812,408563,48581,38481,6
15565,13218,11895,8842,398378,48424,41832,12
15332,13611,11713,8564,341491,85705,58639,10
15290,13707,11553,8262,255749,60374,47365,9
15701,13724,11786,8474,297723,46355,38546,7
16276,13551,11709,8576,341757,49096,38866,5
16317,13761,11829,8394,315994,47195,36542,9
16716,13982,11924,8264,315267,52955,41725,7
17645,13949,11899,7936,390068,48121,41450,10
17804,13808,11801,8094,490648,52848,47314,7
17817,13863,11904,8092,369850,43633,53851,5
18621,13827,11854,8134,369928,42363,53509,7
18364,13998,11880,7884,427411,50575,54732,5
19107,14249,12036,7616,514695,62802,63395,7
18732,14191,12094,7726,437103,49104,44486,8
17108,14198,12205,7920,388864,27783,34018,15
19625,14006,12198,8106,477284,63084,77603,15
18802,14146,12355,7990,496336,54184,65124,8
19201,14188,12349,8754,373876,50412,51949,15
19445,14217,12377,8672,319303,50653,52099,9
18699,14417,12464,8634,338723,50996,50869,7
19191,14354,12519,8716,268963,48045,47718,4
18321,14402,12582,8722,316922,45843,48094,4
18553,14374,12338,8658,344203,52328,51684,3
18264,14394,12405,8678,255471,46584,45185,7
18058,14355,12377,8526,279196,43754,42926,5
19246,14214,12440,8710,224739,46238,44919,5
19417,14402,12595,8842,267419,43870,44236,15
21310,14408,12658,8822,444090,40670,45927,7
22805,14516,12764,8880,713786,41928,50298,4
23137,14467,12755,8922,403878,70971,71258,12
22803,14378,12742,8830,458527,47485,51928,3
23783,14321,12807,8932,441716,40533,58118,1
23241,14398,12771,8900,511461,37791,71002,1
23735,14382,12804,8878,410807,18837,33059,1
27084,14405,12899,9102,490567,35354,51091,3
27362,14397,12850,9102,452659,33932,47269,3
28840,14477,12870,9098,512874,31548,53430,2
29001,14524,12888,9008,467549,31790,48158,1
31971,14376,12698,9262,811634,50150,66361,9
33992,14536,12818,9036,675473,45910,69718,5
36824,14788,12740,9134,752894,60641,76898,8
39371,14928,13067,9018,847621,50991,68414,4
40797,14966,13201,9206,881075,47730,72893,2
35566,14937,13036,9204,1233205,44654,69604,2
33922,15010,13072,8976,747732,49949,72640,4
37316,14983,13128,9142,693643,46025,71048,6
39187,15044,13112,9324,636159,51984,67341,11
36825,14894,12998,9134,677607,53698,64583,4
36069,14987,13197,9136,572441,50144,62978,3
35547,15097,13457,9130,668345,45661,68209,8
30825,15019,13530,9172,756430,45017,72586,4
33005,14951,13543,9120,772072,51108,59727,3
32366,14935,13635,9032,598970,70008,71937,4
32569,14867,13626,9048,602554,61375,68496,6
30432,14487,13270,8670,625767,99765,116211,6
33466,14669,13337,8620,765171,69927,99592,7
34316,14397,13070,8686,1178945,66433,78722,9
33537,14596,13403,9100,614004,54362,70925,7
35510,14768,13612,9400,630885,55140,73252,5
37472,14839,13610,9250,611668,48648,75469,5
36926,14975,13777,9398,688380,48792,72953,4
38144,15069,13856,9450,585980,48794,67929,8
46196,15226,13987,9638,1014672,46483,85645,8
46481,15244,14007,9656,918098,45683,87667,3
44918,15273,13972,9578,873010,48370,107859,5
47909,15297,14025,9650,813889,45909,109167,6
47504,15369,14095,9800,765550,41350,74169,3
49199,15423,14047,9910,770495,50589,77221,4
52149,15402,13965,9810,808205,47306,72805,6
51679,15290,13865,9852,520547,47936,64994,5
55888,15362,13874,9722,634954,48453,67378,7
54207,15340,13533,9638,920524,59171,64837,11
48824,15359,13465,9512,1061024,62966,75165,10
49705,15539,13597,9580,636955,60127,58862,12
47093,15206,13119,9710,545065,65474,63903,7
46339,15010,13192,9618,3509679,65260,59061,15
49631,15327,13588,9714,538913,51148,50795,6
48378,15277,13358,9714,475308,55360,49481,8
50538,15199,12997,9562,532208,61736,55299,7
48561,14959,12723,9488,523438,71954,78643,7
48927,15251,12920,8124,486259,68510,77252,26
52246,15288,12609,7606,485974,58717,60102,20
54824,15375,13073,7850,509122,55135,63455,17
56008,15521,13068,7644,572955,58473,60238,12
57805,15648,13398,7724,567723,53128,60088,13
57332,15715,13319,7604,556899,44762,54972,11
55907,15775,13459,7560,664193,49001,59723,13
56804,15669,13471,7512,597497,46130,54938,17
58870,15731,13525,7268,602583,45616,55361,15
57858,15589,13116,7358,557460,51185,57397,16
58346,15562,13215,7218,490638,77574,76305,81
54529,15551,13377,7250,565214,43162,53217,30
54738,15346,13227,7260,564350,46690,56750,26
52774,15276,12961,7080,705672,47830,62486,22
51704,15410,12977,7062,679998,49483,56342,10
55137,15682,13138,7108,566521,54831,52243,10
57750,15611,13059,6976,576255,46281,49650,8
58917,15626,13045,6914,544141,41215,47219,15
58918,15601,13246,6940,655208,45780,50047,18
59095,15751,13480,7234,616691,41621,45764,18
59057,15870,13705,7370,607062,40050,44590,19
58192,15877,13698,7370,660580,40812,40737,19
56048,15838,13688,7278,756453,41208,40987,10
58323,15886,13829,7390,530538,39071,41536,16
58245,15956,13900,7478,466552,36403,39261,6
59893,15977,13850,7500,518286,35889,42509,5
63503,15962,13996,7622,699834,37347,42193,8
63109,16000,13857,7754,774517,39853,41207,15
63314,16116,14038,7900,609543,40334,44068,12
61572,16186,14052,7700,842930,41638,44277,19
55724,16107,13914,7730,653448,38102,43796,6
56473,15944,13786,7696,678493,43426,42451,4
53906,16121,13950,7666,549266,38872,39996,4
51762,16030,13818,7708,747986,42451,44208,12
51093,16206,14016,7726,866686,35698,43551,5
54021,16241,14138,7606,582840,37483,45062,7
55033,16273,14090,7478,494482,37107,46914,9
54824,16322,14051,7554,480005,37873,45597,10
53555,16376,14082,7468,460889,42986,49280,8
57750,16219,13962,7400,523959,43008,47924,12
57200,16325,13895,7162,517131,40702,47614,12
53333,16289,13633,7162,685647,44524,58797,12
57424,16348,13582,7232,692413,42309,45356,16
56396,16459,13632,7100,695232,45110,50214,19
57356,16590,13752,7170,684340,40160,43911,10
55859,16516,13401,7076,717765,45607,48186,6
56704,16355,13389,7080,613083,48707,47383,9
49150,16042,13031,6972,752154,47330,47529,12
49716,16181,13124,7084,967211,47795,46981,7
49880,16415,13429,7190,557374,40088,40226,5
43537,16422,13379,7178,749036,41250,39977,5
42909,16337,13303,7250,561873,43981,43013,6
37002,16233,13299,7312,1263580,42474,43335,5
40782,16350,13535,7504,882819,39788,39907,6
37304,16375,13470,7508,820516,39952,37339,9
38705,16464,13661,7540,673595,36848,35094,3
38402,16390,13657,7572,562119,41822,41289,6
39294,16451,13738,7540,513467,44208,42645,6
38436,16531,13736,7354,432109,64063,50871,19
35697,16555,13748,7574,552001,46492,44479,7
36684,16643,13736,7482,346394,50746,41862,7
37575,16673,13756,7498,330708,58336,50976,5
39208,16632,13614,7438,354607,55879,53962,4
36894,16708,13814,7578,418310,41397,43607,4
33560,16709,13881,7538,336839,44769,46392,3
33472,16685,13924,7546,499020,46596,59584,8
37345,16620,13911,7496,539729,47132,56404,5
36702,16651,14020,7568,435760,44082,49198,5
37334,16694,14069,7724,386997,38150,41575,7
40218,16662,14174,7770,431489,41512,44151,11
40406,16655,14072,7840,464201,40489,45545,6
38347,16542,14039,7914,392116,45383,46830,9
38053,16411,14161,7984,370966,53126,45582,10
35787,16143,14030,7966,362008,68170,61260,14
31676,16411,14141,8124,528090,41289,45620,7
32505,16449,14253,8220,589643,38283,44331,10
33723,16437,14271,8098,463171,37303,44174,6
34662,16558,14369,8182,331233,38166,43246,5
31637,16658,14360,8282,402309,73414,74680,5
34434,16573,14500,8148,338925,41478,42830,3
35867,16547,14528,8168,379014,37071,49013,4
35040,16555,14503,7970,340590,42660,52938,8
33572,16640,14522,7878,378389,37882,44104,5
33897,16674,14639,7896,387289,32258,37514,6
34235,16542,14663,7970,265012,43095,44895,4
33855,16559,14665,8060,247960,40373,46056,5
32877,16359,14559,7864,299103,43475,45750,10
33798,16633,14701,7872,274360,35311,38265,8
33155,16673,14733,7942,243214,33844,38970,2
32702,16575,14677,7800,191208,36954,45834,5
32822,16543,14644,7660,213765,40063,44962,5
31780,16499,14543,7568,213005,39052,45125,7
31421,16364,14427,7600,236994,39857,40695,6
30817,16052,14274,7600,204347,51576,45371,6
29807,16321,14498,7500,231482,44382,46524,14
32110,16503,14631,7560,282030,38102,40985,5
32313,16455,14684,7550,195552,33583,35975,7
33581,16552,14836,7624,225520,45400,39972,5
37337,16565,14840,7424,510221,42756,44370,4
39406,16520,14660,7338,350973,42419,43292,6
39995,16573,14762,7314,387024,42152,42682,5
40008,16697,14778,7318,271671,40446,39286,5
42235,16602,14672,7490,330727,39567,36450,6
39201,16576,14681,7500,255952,37240,37461,4
38152,16713,14761,7416,261898,39651,41413,2
39747,16594,14780,7460,253725,42607,43373,8
40869,16695,14895,7468,351850,37694,41073,9
42816,16748,14835,7844,382264,34518,41730,8
46365,16726,14860,7806,387340,34492,41116,4
45585,16792,14788,7850,335460,38866,39917,6
45593,16875,14765,8098,343197,35325,40023,8
44428,16871,14816,7974,337236,33753,40490,7
47793,16868,14822,7930,317442,30164,40610,3
46004,16836,14793,7992,327768,33706,39739,4
44695,16707,14656,8076,334513,38369,41688,4
44801,16550,14525,8088,321941,37555,38418,3
46717,16429,14541,7996,372043,43984,41914,3
49339,16516,14714,8036,347068,36526,38863,3
49546,16648,14942,8092,343050,35765,39067,3
47706,16741,15019,8138,353611,39792,38097,4
48960,16812,15041,8054,326463,34447,36541,3
46942,16694,14945,7978,326665,32639,36309,3
49058,16844,15129,8024,345110,33312,40486,4
47054,16819,15265,7956,318470,31686,40617,9
47166,16806,15259,7956,347303,42907,41880,9
48847,16845,15309,8062,391393,40573,42716,3
49327,16926,15331,8084,395080,37359,40505,4
50025,16909,15363,8068,432061,32175,37069,5
46811,16801,15374,8200,652100,38229,40142,7
46091,16731,15286,8198,490077,37508,41315,13
46391,16663,15248,8092,386726,37353,40311,8
44883,16563,15115,8126,391546,36231,45871,4
44963,16635,15105,8092,409699,39142,47233,0
